216.186	416.775	914.374	1623.95	1	1
215.899	408.337	1012.11	1674.95	1	1
233.474	545.84	1079.43	1536.84	1	1
233.162	385.303	930.474	1604.42	1	1
225.022	577.162	982.197	1352.19	1	1
264.992	469.712	946.82	1493.36	1	1
282.174	545.214	897.194	1358.71	1	1
206.02	444.791	913.526	1569.24	1	1
201.468	374.988	795.284	1681.06	1	1
228.829	381.334	932.47	1824.74	1	1
224.621	379.905	923.577	1638.5	1	1
212.649	343.479	810.121	1587.7	1	1
204.383	308.476	714.169	1523.98	1	1
220.323	544.504	1006.42	1629.11	1	1
286.732	533.364	1006.34	1459.18	1	1
230.082	549.518	1012.92	1505.05	1	1
219.391	392.44	963.763	1693.37	1	1
236.617	384.259	922.433	1695	1	1
234.859	468.479	963.75	1597.62	1	1
215.921	442.649	957.916	1691.22	1	1
198.966	302.305	734.833	1399.48	0	1
138.721	386.791	858.723	1733.43	0	1
215.913	578.853	988.089	1491.07	0	1
145.773	462.193	1000.33	1783.64	0	1
170.058	570.078	887.109	1488.16	0	1
192.159	424.98	800.253	1472.01	0	1
157.624	442.076	824.332	1477.71	0	1
179.816	298.008	786.386	1587.46	0	1
153.174	472.737	928.162	1657.63	0	1
177.79	387.727	966.588	1695.2	0	1
145.252	460.457	1002.06	1767.72	0	1
122.58	489.305	963.567	1633.12	0	1
137.2	381.607	848.322	1665.93	0	1
199.424	422.837	789.419	1622.79	0	1
171.848	433.749	848.39	1474.41	0	1
153.107	475.517	970.723	1699.87	0	1
128.269	373.23	939.981	1611.93	0	1
124.423	469.322	882.496	1504.56	0	1
203.767	469.355	889.067	1631.59	0	1
151.039	417.414	895.253	1594.27	0	1
294.048	558.385	1074.31	1604.07	1	0
255.466	528.858	967.464	1600.05	1	0
292.553	739.904	1141.02	1675.34	1	0
298.35	673.395	1132.25	1663.31	1	0
313.545	682.757	1259.58	1757.78	1	0
287.926	539.491	1117.32	1663.64	1	0
287.406	561.639	942.705	1592.5	1	0
292.568	553.876	1017.77	1479.06	1	0
393.529	672.928	1219.67	1727.43	1	0
310.428	637.221	1227.01	1701.77	1	0
348.797	717.817	1301.74	1797.53	1	0
286.826	596.726	1082.39	1628.75	1	0
383.553	729.08	1246.18	1741.01	1	0
326.268	590.492	1107.15	1608.75	1	0
315.712	711.372	1212.31	1689.86	1	0
329.68	635.066	1127.87	1673.43	1	0
327.915	684.482	1299.13	1932.74	1	0
249.403	610.615	1192.17	1672.14	1	0
334.95	472.503	1025.5	1576.15	1	0
300.107	551.007	1059.45	1560.41	1	0
195.46	577.934	1097.22	1760.06	0	0
222.16	392.865	850.383	1675.06	0	0
204.827	668.647	1047.29	1820	0	0
290.208	743.596	1100.62	1889.72	0	0
286.867	486.913	1002.91	1760.61	0	0
164.658	277.138	838.12	1721.97	0	0
183.233	529.062	927.167	1734.91	0	0
206.126	481.652	902.875	1581.31	0	0
233.61	589.123	1117.26	1728.92	0	0
254.288	484.977	1087.73	1804.77	0	0
253.137	402.828	1009.31	1700.4	0	0
209.729	407.184	869.584	1574.91	0	0
277.178	577.605	1033.54	1771.33	0	0
256.158	812.166	1226	1879.37	0	0
234.802	436.11	958.778	1661.12	0	0
280.555	576.265	1006.85	1733.93	0	0
284.845	490.891	1021.37	1749.71	0	0
243.406	432.689	998.386	1725.57	0	0
192.99	466.34	860.198	1688.06	0	0
161.939	283.551	806.283	1714.25	0	0
