260.638	644.02	1187.94	1571.13	1	1
210.262	637.912	1109.15	1455.72	0	1
198.233	423.934	836.61	1561.04	1	1
141.043	363.971	825.796	1642.17	0	1
217.421	464.655	838.371	1509.69	1	1
121.649	382.271	823.991	1531.47	0	1
232.908	511.652	1080.52	1682.73	1	1
215.9	434.09	890.393	1634.27	0	1
245.897	563.175	1008.06	1574.16	1	1
200.104	412.924	725.905	1440.13	0	1
271.043	625.628	1092.27	1555.13	1	0
223.54	454.358	1033.89	1757.02	0	0
328.581	601.882	1211.06	1833.2	1	0
251.682	410.921	1042.05	1942.46	0	0
332.151	593.489	1108.94	1580.15	1	0
204.869	515.168	948.775	1548.47	0	0
292.636	578.97	1125.06	1595.47	1	0
212.021	449.927	974.735	1669.71	0	0
298.665	658.821	1212.12	1657.38	1	0
261.291	523.708	1135.81	1689.68	0	0
